sip_id,investor_id,amfi_code,sip_amount,start_date,end_date,status
SIP439,INV04048,103,500,2022-01-01,2025-12-31,Active
SIP440,INV00563,127,5000,2022-01-01,2025-12-31,Active
SIP441,INV00575,106,10000,2022-01-01,2025-12-31,Active
SIP442,INV03273,129,1000,2022-01-01,2025-12-31,Active
SIP443,INV01071,112,10000,2022-01-01,2025-12-31,Active
SIP444,INV04077,123,500,2022-01-01,2025-12-31,Active
SIP445,INV03545,129,5000,2022-01-01,2025-12-31,Active
SIP446,INV02292,104,5000,2022-01-01,2025-12-31,Active
SIP447,INV03961,115,10000,2022-01-01,2025-12-31,Active
SIP448,INV04747,108,5000,2022-01-01,2025-12-31,Active
SIP449,INV00867,101,1000,2022-01-01,2025-12-31,Active
SIP450,INV00587,104,5000,2022-01-01,2025-12-31,Active
SIP451,INV01702,112,500,2022-01-01,2025-12-31,Active
SIP452,INV00029,139,1000,2022-01-01,2025-12-31,Active
SIP453,INV04837,120,1000,2022-01-01,2025-12-31,Active
SIP454,INV03216,109,10000,2022-01-01,2025-12-31,Active
SIP455,INV02326,116,1000,2022-01-01,2025-12-31,Active
SIP456,INV00383,107,10000,2022-01-01,2025-12-31,Active
SIP457,INV02599,124,1000,2022-01-01,2025-12-31,Active
SIP458,INV00326,134,5000,2022-01-01,2025-12-31,Active
SIP459,INV02375,129,1000,2022-01-01,2025-12-31,Active
SIP460,INV04499,127,1000,2022-01-01,2025-12-31,Active
SIP461,INV03768,131,5000,2022-01-01,2025-12-31,Active
SIP462,INV03109,133,5000,2022-01-01,2025-12-31,Active
SIP463,INV01098,136,1000,2022-01-01,2025-12-31,Active
SIP464,INV03976,129,5000,2022-01-01,2025-12-31,Active
SIP465,INV02452,103,10000,2022-01-01,2025-12-31,Active
SIP466,INV03632,115,1000,2022-01-01,2025-12-31,Active
SIP467,INV04046,118,1000,2022-01-01,2025-12-31,Active
SIP468,INV03782,105,1000,2022-01-01,2025-12-31,Active
SIP469,INV01297,118,1000,2022-01-01,2025-12-31,Active
SIP470,INV04117,129,500,2022-01-01,2025-12-31,Active
SIP471,INV02299,116,10000,2022-01-01,2025-12-31,Active
SIP472,INV01207,129,500,2022-01-01,2025-12-31,Active
SIP473,INV03275,136,5000,2022-01-01,2025-12-31,Active
SIP474,INV03328,121,10000,2022-01-01,2025-12-31,Active
SIP475,INV02648,113,5000,2022-01-01,2025-12-31,Active
SIP476,INV04768,108,5000,2022-01-01,2025-12-31,Active
SIP477,INV03753,130,1000,2022-01-01,2025-12-31,Active
SIP478,INV01608,100,1000,2022-01-01,2025-12-31,Active
SIP479,INV01003,124,500,2022-01-01,2025-12-31,Active
SIP480,INV00747,134,5000,2022-01-01,2025-12-31,Active
SIP481,INV01823,113,1000,2022-01-01,2025-12-31,Active
SIP482,INV01394,107,10000,2022-01-01,2025-12-31,Active
SIP483,INV02721,101,500,2022-01-01,2025-12-31,Active
SIP484,INV04101,117,5000,2022-01-01,2025-12-31,Active
SIP485,INV00446,128,5000,2022-01-01,2025-12-31,Active
SIP486,INV00239,119,10000,2022-01-01,2025-12-31,Active
SIP487,INV03601,126,5000,2022-01-01,2025-12-31,Active
SIP488,INV04354,117,5000,2022-01-01,2025-12-31,Active
SIP489,INV00886,105,10000,2022-01-01,2025-12-31,Active
SIP490,INV00125,105,5000,2022-01-01,2025-12-31,Active
SIP491,INV04100,111,10000,2022-01-01,2025-12-31,Active
SIP492,INV01435,101,1000,2022-01-01,2025-12-31,Active
SIP493,INV02491,108,500,2022-01-01,2025-12-31,Active
SIP494,INV02913,103,5000,2022-01-01,2025-12-31,Active
SIP495,INV02536,131,1000,2022-01-01,2025-12-31,Active
SIP496,INV01889,100,500,2022-01-01,2025-12-31,Active
SIP497,INV02447,103,1000,2022-01-01,2025-12-31,Active
SIP498,INV04531,121,1000,2022-01-01,2025-12-31,Active
SIP499,INV03045,108,500,2022-01-01,2025-12-31,Active
SIP500,INV01444,134,10000,2022-01-01,2025-12-31,Active
SIP501,INV02774,107,10000,2022-01-01,2025-12-31,Active
SIP502,INV02807,110,5000,2022-01-01,2025-12-31,Active
SIP503,INV00980,122,10000,2022-01-01,2025-12-31,Active
SIP504,INV03536,103,10000,2022-01-01,2025-12-31,Active
SIP505,INV04191,100,5000,2022-01-01,2025-12-31,Active
SIP506,INV00754,106,500,2022-01-01,2025-12-31,Active
SIP507,INV03349,114,5000,2022-01-01,2025-12-31,Active
SIP508,INV01624,132,5000,2022-01-01,2025-12-31,Active
SIP509,INV01181,129,1000,2022-01-01,2025-12-31,Active
SIP510,INV04037,113,500,2022-01-01,2025-12-31,Active
SIP511,INV03794,118,1000,2022-01-01,2025-12-31,Active
SIP512,INV00411,120,1000,2022-01-01,2025-12-31,Active
SIP513,INV01813,121,1000,2022-01-01,2025-12-31,Active
SIP514,INV03471,115,500,2022-01-01,2025-12-31,Active
SIP515,INV04608,119,10000,2022-01-01,2025-12-31,Active
SIP516,INV04762,105,10000,2022-01-01,2025-12-31,Active
SIP517,INV01146,132,500,2022-01-01,2025-12-31,Active
SIP518,INV03799,136,500,2022-01-01,2025-12-31,Active
SIP519,INV04622,120,1000,2022-01-01,2025-12-31,Active
SIP520,INV02007,114,10000,2022-01-01,2025-12-31,Active
SIP521,INV04705,132,5000,2022-01-01,2025-12-31,Active
SIP522,INV03187,123,1000,2022-01-01,2025-12-31,Active
SIP523,INV00773,107,10000,2022-01-01,2025-12-31,Active
SIP524,INV04427,100,5000,2022-01-01,2025-12-31,Active
SIP525,INV01380,133,5000,2022-01-01,2025-12-31,Active
SIP526,INV04780,115,1000,2022-01-01,2025-12-31,Active
SIP527,INV04909,114,1000,2022-01-01,2025-12-31,Active
SIP528,INV01437,120,10000,2022-01-01,2025-12-31,Active
SIP529,INV02327,139,5000,2022-01-01,2025-12-31,Active
SIP530,INV04659,139,5000,2022-01-01,2025-12-31,Active
SIP531,INV01420,108,1000,2022-01-01,2025-12-31,Active
SIP532,INV04938,122,5000,2022-01-01,2025-12-31,Active
SIP533,INV01538,100,500,2022-01-01,2025-12-31,Active
SIP534,INV02326,123,10000,2022-01-01,2025-12-31,Active
SIP535,INV02733,107,10000,2022-01-01,2025-12-31,Active
SIP536,INV00844,123,10000,2022-01-01,2025-12-31,Active
SIP537,INV02374,104,1000,2022-01-01,2025-12-31,Active
SIP538,INV03982,111,500,2022-01-01,2025-12-31,Active
SIP539,INV03646,120,10000,2022-01-01,2025-12-31,Active
SIP540,INV02732,118,500,2022-01-01,2025-12-31,Active
SIP541,INV00784,112,5000,2022-01-01,2025-12-31,Active
SIP542,INV02254,125,500,2022-01-01,2025-12-31,Active
SIP543,INV00961,126,1000,2022-01-01,2025-12-31,Active
SIP544,INV03880,117,10000,2022-01-01,2025-12-31,Active
SIP545,INV01053,125,500,2022-01-01,2025-12-31,Active
SIP546,INV03819,117,10000,2022-01-01,2025-12-31,Active
SIP547,INV02480,103,10000,2022-01-01,2025-12-31,Active
SIP548,INV02390,108,10000,2022-01-01,2025-12-31,Active
SIP549,INV01365,111,5000,2022-01-01,2025-12-31,Active
SIP550,INV00696,125,1000,2022-01-01,2025-12-31,Active
SIP551,INV00779,139,500,2022-01-01,2025-12-31,Active
SIP552,INV00448,101,5000,2022-01-01,2025-12-31,Active
SIP553,INV04468,103,1000,2022-01-01,2025-12-31,Active
SIP554,INV00234,129,5000,2022-01-01,2025-12-31,Active
SIP555,INV00049,105,1000,2022-01-01,2025-12-31,Active
SIP556,INV00600,108,1000,2022-01-01,2025-12-31,Active
SIP557,INV02533,118,1000,2022-01-01,2025-12-31,Active
SIP558,INV03757,109,5000,2022-01-01,2025-12-31,Active
SIP559,INV00021,132,5000,2022-01-01,2025-12-31,Active
SIP560,INV04232,111,500,2022-01-01,2025-12-31,Active
SIP561,INV03310,103,10000,2022-01-01,2025-12-31,Active
SIP562,INV00041,124,10000,2022-01-01,2025-12-31,Active
SIP563,INV02334,135,1000,2022-01-01,2025-12-31,Active
SIP564,INV00615,138,1000,2022-01-01,2025-12-31,Active
SIP565,INV00875,112,500,2022-01-01,2025-12-31,Active
SIP566,INV04723,124,10000,2022-01-01,2025-12-31,Active
SIP567,INV00468,119,1000,2022-01-01,2025-12-31,Active
SIP568,INV04849,110,1000,2022-01-01,2025-12-31,Active
SIP569,INV00608,120,1000,2022-01-01,2025-12-31,Active
SIP570,INV02374,103,500,2022-01-01,2025-12-31,Active
SIP571,INV00322,137,10000,2022-01-01,2025-12-31,Active
SIP572,INV02515,104,5000,2022-01-01,2025-12-31,Active
SIP573,INV03053,108,10000,2022-01-01,2025-12-31,Active
SIP574,INV01208,117,500,2022-01-01,2025-12-31,Active
SIP575,INV03459,103,1000,2022-01-01,2025-12-31,Active
SIP576,INV01458,103,5000,2022-01-01,2025-12-31,Active
SIP577,INV03658,139,5000,2022-01-01,2025-12-31,Active
SIP578,INV02563,134,10000,2022-01-01,2025-12-31,Active
SIP579,INV03804,120,500,2022-01-01,2025-12-31,Active
SIP580,INV01565,127,500,2022-01-01,2025-12-31,Active
SIP581,INV01000,119,10000,2022-01-01,2025-12-31,Active
SIP582,INV03988,105,1000,2022-01-01,2025-12-31,Active
SIP583,INV04594,123,5000,2022-01-01,2025-12-31,Active
SIP584,INV04065,113,5000,2022-01-01,2025-12-31,Active
SIP585,INV02171,132,500,2022-01-01,2025-12-31,Active
SIP586,INV01391,113,10000,2022-01-01,2025-12-31,Active
SIP587,INV04156,137,1000,2022-01-01,2025-12-31,Active
SIP588,INV04379,113,1000,2022-01-01,2025-12-31,Active
SIP589,INV02248,137,5000,2022-01-01,2025-12-31,Active
SIP590,INV02394,113,10000,2022-01-01,2025-12-31,Active
SIP591,INV00428,113,1000,2022-01-01,2025-12-31,Active
SIP592,INV03977,136,500,2022-01-01,2025-12-31,Active
SIP593,INV02777,136,500,2022-01-01,2025-12-31,Active
SIP594,INV03034,103,500,2022-01-01,2025-12-31,Active
SIP595,INV04485,113,10000,2022-01-01,2025-12-31,Active
SIP596,INV03633,105,5000,2022-01-01,2025-12-31,Active
SIP597,INV00280,121,5000,2022-01-01,2025-12-31,Active
SIP598,INV04650,137,10000,2022-01-01,2025-12-31,Active
SIP599,INV04921,122,1000,2022-01-01,2025-12-31,Active
SIP600,INV04672,110,10000,2022-01-01,2025-12-31,Active
SIP601,INV02544,129,500,2022-01-01,2025-12-31,Active
SIP602,INV01602,125,1000,2022-01-01,2025-12-31,Active
SIP603,INV03274,129,1000,2022-01-01,2025-12-31,Active
SIP604,INV00959,126,10000,2022-01-01,2025-12-31,Active
SIP605,INV03328,127,500,2022-01-01,2025-12-31,Active
SIP606,INV01080,121,1000,2022-01-01,2025-12-31,Active
SIP607,INV01307,134,500,2022-01-01,2025-12-31,Active
SIP608,INV01379,126,5000,2022-01-01,2025-12-31,Active
SIP609,INV01328,126,5000,2022-01-01,2025-12-31,Active
SIP610,INV01986,107,500,2022-01-01,2025-12-31,Active
SIP611,INV01742,125,1000,2022-01-01,2025-12-31,Active
SIP612,INV04315,104,1000,2022-01-01,2025-12-31,Active
SIP613,INV04133,114,500,2022-01-01,2025-12-31,Active
SIP614,INV01368,125,1000,2022-01-01,2025-12-31,Active
SIP615,INV03989,124,1000,2022-01-01,2025-12-31,Active
SIP616,INV02321,110,10000,2022-01-01,2025-12-31,Active
SIP617,INV03580,126,5000,2022-01-01,2025-12-31,Active
SIP618,INV01585,131,500,2022-01-01,2025-12-31,Active
SIP619,INV01123,119,5000,2022-01-01,2025-12-31,Active
SIP620,INV04697,109,5000,2022-01-01,2025-12-31,Active
SIP621,INV01248,113,500,2022-01-01,2025-12-31,Active
SIP622,INV01782,135,500,2022-01-01,2025-12-31,Active
SIP623,INV04869,113,5000,2022-01-01,2025-12-31,Active
SIP624,INV01991,113,1000,2022-01-01,2025-12-31,Active
SIP625,INV02670,113,10000,2022-01-01,2025-12-31,Active
SIP626,INV01109,123,5000,2022-01-01,2025-12-31,Active
SIP627,INV01538,101,10000,2022-01-01,2025-12-31,Active
SIP628,INV03360,103,1000,2022-01-01,2025-12-31,Active
SIP629,INV00632,137,10000,2022-01-01,2025-12-31,Active
SIP630,INV01086,113,5000,2022-01-01,2025-12-31,Active
SIP631,INV03114,123,500,2022-01-01,2025-12-31,Active
SIP632,INV02157,136,1000,2022-01-01,2025-12-31,Active
SIP633,INV00446,122,5000,2022-01-01,2025-12-31,Active
SIP634,INV00945,129,5000,2022-01-01,2025-12-31,Active
SIP635,INV04948,127,5000,2022-01-01,2025-12-31,Active
SIP636,INV00866,104,10000,2022-01-01,2025-12-31,Active
SIP637,INV01429,109,500,2022-01-01,2025-12-31,Active
SIP638,INV00796,131,10000,2022-01-01,2025-12-31,Active
SIP639,INV04761,104,1000,2022-01-01,2025-12-31,Active
SIP640,INV04647,106,500,2022-01-01,2025-12-31,Active
SIP641,INV02512,130,500,2022-01-01,2025-12-31,Active
SIP642,INV02924,105,10000,2022-01-01,2025-12-31,Active
SIP643,INV01894,115,1000,2022-01-01,2025-12-31,Active
SIP644,INV04756,114,500,2022-01-01,2025-12-31,Active
SIP645,INV01119,119,500,2022-01-01,2025-12-31,Active
SIP646,INV04517,115,10000,2022-01-01,2025-12-31,Active
SIP647,INV04563,123,500,2022-01-01,2025-12-31,Active
SIP648,INV02859,108,5000,2022-01-01,2025-12-31,Active
SIP649,INV00769,105,500,2022-01-01,2025-12-31,Active
SIP650,INV01396,102,10000,2022-01-01,2025-12-31,Active
SIP651,INV01798,103,10000,2022-01-01,2025-12-31,Active
SIP652,INV02151,117,10000,2022-01-01,2025-12-31,Active
SIP653,INV02264,100,5000,2022-01-01,2025-12-31,Active
SIP654,INV04621,138,10000,2022-01-01,2025-12-31,Active
SIP655,INV04304,127,1000,2022-01-01,2025-12-31,Active
SIP656,INV01492,131,500,2022-01-01,2025-12-31,Active
SIP657,INV02857,134,1000,2022-01-01,2025-12-31,Active
SIP658,INV04080,136,500,2022-01-01,2025-12-31,Active
SIP659,INV01309,107,1000,2022-01-01,2025-12-31,Active
SIP660,INV03268,134,10000,2022-01-01,2025-12-31,Active
SIP661,INV01612,130,5000,2022-01-01,2025-12-31,Active
SIP662,INV01515,129,500,2022-01-01,2025-12-31,Active
SIP663,INV03710,125,1000,2022-01-01,2025-12-31,Active
SIP664,INV04538,103,5000,2022-01-01,2025-12-31,Active
SIP665,INV01104,116,5000,2022-01-01,2025-12-31,Active
SIP666,INV02638,107,10000,2022-01-01,2025-12-31,Active
SIP667,INV01005,123,1000,2022-01-01,2025-12-31,Active
SIP668,INV02277,109,5000,2022-01-01,2025-12-31,Active
SIP669,INV01144,123,10000,2022-01-01,2025-12-31,Active
SIP670,INV00505,124,5000,2022-01-01,2025-12-31,Active
SIP671,INV01749,108,5000,2022-01-01,2025-12-31,Active
SIP672,INV00212,109,1000,2022-01-01,2025-12-31,Active
SIP673,INV00821,119,5000,2022-01-01,2025-12-31,Active
SIP674,INV00518,107,5000,2022-01-01,2025-12-31,Active
SIP675,INV00738,137,500,2022-01-01,2025-12-31,Active
SIP676,INV04929,127,1000,2022-01-01,2025-12-31,Active
SIP677,INV00532,118,1000,2022-01-01,2025-12-31,Active
SIP678,INV03289,121,10000,2022-01-01,2025-12-31,Active
SIP679,INV03102,129,10000,2022-01-01,2025-12-31,Active
SIP680,INV03988,138,500,2022-01-01,2025-12-31,Active
SIP681,INV04488,103,1000,2022-01-01,2025-12-31,Active
SIP682,INV04398,108,5000,2022-01-01,2025-12-31,Active
SIP683,INV03307,134,5000,2022-01-01,2025-12-31,Active
SIP684,INV01510,117,10000,2022-01-01,2025-12-31,Active
SIP685,INV04694,128,5000,2022-01-01,2025-12-31,Active
SIP686,INV03579,112,5000,2022-01-01,2025-12-31,Active
SIP687,INV02518,104,5000,2022-01-01,2025-12-31,Active
SIP688,INV04719,108,500,2022-01-01,2025-12-31,Active
SIP689,INV02777,128,1000,2022-01-01,2025-12-31,Active
SIP690,INV03399,113,10000,2022-01-01,2025-12-31,Active
SIP691,INV00643,104,10000,2022-01-01,2025-12-31,Active
SIP692,INV04531,139,1000,2022-01-01,2025-12-31,Active
SIP693,INV00563,134,500,2022-01-01,2025-12-31,Active
SIP694,INV02578,100,5000,2022-01-01,2025-12-31,Active
SIP695,INV00852,122,10000,2022-01-01,2025-12-31,Active
SIP696,INV00709,135,10000,2022-01-01,2025-12-31,Active
SIP697,INV02602,133,500,2022-01-01,2025-12-31,Active
SIP698,INV03121,120,1000,2022-01-01,2025-12-31,Active
SIP699,INV03511,103,500,2022-01-01,2025-12-31,Active
SIP700,INV01029,101,10000,2022-01-01,2025-12-31,Active
SIP701,INV00740,131,500,2022-01-01,2025-12-31,Active
SIP702,INV01871,110,500,2022-01-01,2025-12-31,Active
SIP703,INV03672,119,1000,2022-01-01,2025-12-31,Active
SIP704,INV03494,123,10000,2022-01-01,2025-12-31,Active
SIP705,INV04366,115,10000,2022-01-01,2025-12-31,Active
SIP706,INV03768,115,10000,2022-01-01,2025-12-31,Active
SIP707,INV02337,110,500,2022-01-01,2025-12-31,Active
SIP708,INV03150,125,500,2022-01-01,2025-12-31,Active
SIP709,INV03052,124,500,2022-01-01,2025-12-31,Active
SIP710,INV04773,133,1000,2022-01-01,2025-12-31,Active
SIP711,INV04349,123,10000,2022-01-01,2025-12-31,Active
SIP712,INV02174,111,500,2022-01-01,2025-12-31,Active
SIP713,INV03467,111,500,2022-01-01,2025-12-31,Active
SIP714,INV00441,129,10000,2022-01-01,2025-12-31,Active
SIP715,INV01751,118,1000,2022-01-01,2025-12-31,Active
SIP716,INV00981,137,10000,2022-01-01,2025-12-31,Active
SIP717,INV01362,130,10000,2022-01-01,2025-12-31,Active
SIP718,INV02824,115,1000,2022-01-01,2025-12-31,Active
SIP719,INV01392,104,10000,2022-01-01,2025-12-31,Active
SIP720,INV01522,111,1000,2022-01-01,2025-12-31,Active
SIP721,INV03434,104,500,2022-01-01,2025-12-31,Active
SIP722,INV02507,138,5000,2022-01-01,2025-12-31,Active
SIP723,INV04513,114,500,2022-01-01,2025-12-31,Active
SIP724,INV00107,101,1000,2022-01-01,2025-12-31,Active
SIP725,INV02582,135,1000,2022-01-01,2025-12-31,Active
SIP726,INV02829,133,1000,2022-01-01,2025-12-31,Active
SIP727,INV04935,136,1000,2022-01-01,2025-12-31,Active
SIP728,INV02749,126,1000,2022-01-01,2025-12-31,Active
SIP729,INV03849,134,5000,2022-01-01,2025-12-31,Active
SIP730,INV00824,109,500,2022-01-01,2025-12-31,Active
SIP731,INV00520,106,10000,2022-01-01,2025-12-31,Active
SIP732,INV00345,100,10000,2022-01-01,2025-12-31,Active
SIP733,INV03232,131,1000,2022-01-01,2025-12-31,Active
SIP734,INV00453,102,10000,2022-01-01,2025-12-31,Active
SIP735,INV00837,109,10000,2022-01-01,2025-12-31,Active
SIP736,INV04138,131,500,2022-01-01,2025-12-31,Active
SIP737,INV04972,130,10000,2022-01-01,2025-12-31,Active
SIP738,INV03613,115,5000,2022-01-01,2025-12-31,Active
SIP739,INV02427,107,10000,2022-01-01,2025-12-31,Active
SIP740,INV01123,111,500,2022-01-01,2025-12-31,Active
SIP741,INV02017,101,1000,2022-01-01,2025-12-31,Active
SIP742,INV03498,133,5000,2022-01-01,2025-12-31,Active
SIP743,INV01737,116,5000,2022-01-01,2025-12-31,Active
SIP744,INV01798,102,500,2022-01-01,2025-12-31,Active
SIP745,INV04002,109,10000,2022-01-01,2025-12-31,Active
SIP746,INV02534,115,5000,2022-01-01,2025-12-31,Active
SIP747,INV01960,133,500,2022-01-01,2025-12-31,Active
SIP748,INV03045,136,5000,2022-01-01,2025-12-31,Active
SIP749,INV04291,130,5000,2022-01-01,2025-12-31,Active
SIP750,INV02788,108,5000,2022-01-01,2025-12-31,Active
SIP751,INV00920,118,10000,2022-01-01,2025-12-31,Active
SIP752,INV01020,137,1000,2022-01-01,2025-12-31,Active
SIP753,INV02443,120,5000,2022-01-01,2025-12-31,Active
SIP754,INV01586,110,5000,2022-01-01,2025-12-31,Active
SIP755,INV00210,109,1000,2022-01-01,2025-12-31,Active
SIP756,INV01953,133,1000,2022-01-01,2025-12-31,Active
SIP757,INV03656,112,500,2022-01-01,2025-12-31,Active
SIP758,INV03692,134,1000,2022-01-01,2025-12-31,Active
SIP759,INV00899,112,10000,2022-01-01,2025-12-31,Active
SIP760,INV01867,109,500,2022-01-01,2025-12-31,Active
SIP761,INV01593,121,10000,2022-01-01,2025-12-31,Active
SIP762,INV04353,122,500,2022-01-01,2025-12-31,Active
SIP763,INV00950,110,500,2022-01-01,2025-12-31,Active
SIP764,INV04477,124,1000,2022-01-01,2025-12-31,Active
SIP765,INV00113,107,500,2022-01-01,2025-12-31,Active
SIP766,INV00081,123,1000,2022-01-01,2025-12-31,Active
SIP767,INV04516,114,5000,2022-01-01,2025-12-31,Active
SIP768,INV01148,135,1000,2022-01-01,2025-12-31,Active
SIP769,INV00211,101,500,2022-01-01,2025-12-31,Active
SIP770,INV01338,109,10000,2022-01-01,2025-12-31,Active
SIP771,INV00433,107,5000,2022-01-01,2025-12-31,Active
SIP772,INV03360,135,10000,2022-01-01,2025-12-31,Active
SIP773,INV00745,137,5000,2022-01-01,2025-12-31,Active
SIP774,INV03147,129,500,2022-01-01,2025-12-31,Active
SIP775,INV00729,130,1000,2022-01-01,2025-12-31,Active
SIP776,INV01094,104,1000,2022-01-01,2025-12-31,Active
SIP777,INV02700,109,1000,2022-01-01,2025-12-31,Active
SIP778,INV00309,102,1000,2022-01-01,2025-12-31,Active
SIP779,INV04835,129,5000,2022-01-01,2025-12-31,Active
SIP780,INV02155,114,500,2022-01-01,2025-12-31,Active
SIP781,INV04070,133,1000,2022-01-01,2025-12-31,Active
SIP782,INV02759,102,1000,2022-01-01,2025-12-31,Active
SIP783,INV01678,102,1000,2022-01-01,2025-12-31,Active
SIP784,INV01811,104,5000,2022-01-01,2025-12-31,Active
SIP785,INV01523,107,1000,2022-01-01,2025-12-31,Active
SIP786,INV03605,111,1000,2022-01-01,2025-12-31,Active
SIP787,INV03119,102,1000,2022-01-01,2025-12-31,Active
SIP788,INV02867,114,1000,2022-01-01,2025-12-31,Active
SIP789,INV03889,112,5000,2022-01-01,2025-12-31,Active
SIP790,INV02401,136,1000,2022-01-01,2025-12-31,Active
SIP791,INV03657,104,10000,2022-01-01,2025-12-31,Active
SIP792,INV04762,108,500,2022-01-01,2025-12-31,Active
SIP793,INV01155,122,10000,2022-01-01,2025-12-31,Active
SIP794,INV03478,110,500,2022-01-01,2025-12-31,Active
SIP795,INV04120,132,10000,2022-01-01,2025-12-31,Active
SIP796,INV01538,110,10000,2022-01-01,2025-12-31,Active
SIP797,INV01030,104,500,2022-01-01,2025-12-31,Active
SIP798,INV00042,102,500,2022-01-01,2025-12-31,Active
SIP799,INV03770,101,5000,2022-01-01,2025-12-31,Active
SIP800,INV04244,139,5000,2022-01-01,2025-12-31,Active
SIP801,INV00330,130,500,2022-01-01,2025-12-31,Active
SIP802,INV00142,127,1000,2022-01-01,2025-12-31,Active
SIP803,INV01783,116,10000,2022-01-01,2025-12-31,Active
SIP804,INV04827,134,5000,2022-01-01,2025-12-31,Active
SIP805,INV01447,117,500,2022-01-01,2025-12-31,Active
SIP806,INV00531,108,1000,2022-01-01,2025-12-31,Active
SIP807,INV02812,136,1000,2022-01-01,2025-12-31,Active
SIP808,INV01419,103,10000,2022-01-01,2025-12-31,Active
SIP809,INV00564,134,1000,2022-01-01,2025-12-31,Active
SIP810,INV02355,123,5000,2022-01-01,2025-12-31,Active
SIP811,INV03783,130,5000,2022-01-01,2025-12-31,Active
SIP812,INV01809,132,10000,2022-01-01,2025-12-31,Active
SIP813,INV01608,114,500,2022-01-01,2025-12-31,Active
SIP814,INV00039,122,5000,2022-01-01,2025-12-31,Active
SIP815,INV03494,125,10000,2022-01-01,2025-12-31,Active
SIP816,INV01849,109,10000,2022-01-01,2025-12-31,Active
SIP817,INV01859,107,1000,2022-01-01,2025-12-31,Active
SIP818,INV04984,120,5000,2022-01-01,2025-12-31,Active
SIP819,INV04733,115,5000,2022-01-01,2025-12-31,Active
SIP820,INV01304,103,5000,2022-01-01,2025-12-31,Active
SIP821,INV02473,138,500,2022-01-01,2025-12-31,Active
SIP822,INV03216,136,500,2022-01-01,2025-12-31,Active
SIP823,INV01925,125,500,2022-01-01,2025-12-31,Active
SIP824,INV01544,104,10000,2022-01-01,2025-12-31,Active
SIP825,INV02502,117,1000,2022-01-01,2025-12-31,Active
SIP826,INV02734,138,10000,2022-01-01,2025-12-31,Active
SIP827,INV02007,131,5000,2022-01-01,2025-12-31,Active
SIP828,INV01141,133,5000,2022-01-01,2025-12-31,Active
SIP829,INV01889,113,500,2022-01-01,2025-12-31,Active
SIP830,INV03118,113,1000,2022-01-01,2025-12-31,Active
SIP831,INV01246,108,5000,2022-01-01,2025-12-31,Active
SIP832,INV03264,104,5000,2022-01-01,2025-12-31,Active
SIP833,INV02331,129,1000,2022-01-01,2025-12-31,Active
SIP834,INV00484,132,10000,2022-01-01,2025-12-31,Active
SIP835,INV03566,124,500,2022-01-01,2025-12-31,Active
SIP836,INV04617,134,500,2022-01-01,2025-12-31,Active
SIP837,INV01840,120,10000,2022-01-01,2025-12-31,Active
SIP838,INV00835,104,500,2022-01-01,2025-12-31,Active
SIP839,INV01576,123,5000,2022-01-01,2025-12-31,Active
SIP840,INV01868,108,5000,2022-01-01,2025-12-31,Active
SIP841,INV00415,109,500,2022-01-01,2025-12-31,Active
SIP842,INV01556,104,1000,2022-01-01,2025-12-31,Active
SIP843,INV01820,107,10000,2022-01-01,2025-12-31,Active
SIP844,INV00843,122,500,2022-01-01,2025-12-31,Active
SIP845,INV02807,120,10000,2022-01-01,2025-12-31,Active
SIP846,INV04874,127,5000,2022-01-01,2025-12-31,Active
SIP847,INV04367,129,5000,2022-01-01,2025-12-31,Active
SIP848,INV02029,123,500,2022-01-01,2025-12-31,Active
SIP849,INV02366,135,10000,2022-01-01,2025-12-31,Active
SIP850,INV02407,113,500,2022-01-01,2025-12-31,Active
SIP851,INV00551,138,500,2022-01-01,2025-12-31,Active
SIP852,INV04386,114,10000,2022-01-01,2025-12-31,Active
SIP853,INV02293,113,5000,2022-01-01,2025-12-31,Active
SIP854,INV00913,113,5000,2022-01-01,2025-12-31,Active
SIP855,INV03456,139,500,2022-01-01,2025-12-31,Active
SIP856,INV02635,105,10000,2022-01-01,2025-12-31,Active
SIP857,INV04830,109,10000,2022-01-01,2025-12-31,Active
SIP858,INV02270,111,10000,2022-01-01,2025-12-31,Active
SIP859,INV04297,122,5000,2022-01-01,2025-12-31,Active
SIP860,INV00146,130,10000,2022-01-01,2025-12-31,Active
SIP861,INV02255,125,500,2022-01-01,2025-12-31,Active
SIP862,INV03604,139,1000,2022-01-01,2025-12-31,Active
SIP863,INV01884,100,1000,2022-01-01,2025-12-31,Active
SIP864,INV01522,116,1000,2022-01-01,2025-12-31,Active
SIP865,INV01811,118,1000,2022-01-01,2025-12-31,Active
SIP866,INV04513,103,1000,2022-01-01,2025-12-31,Active
SIP867,INV01657,112,10000,2022-01-01,2025-12-31,Active
SIP868,INV02499,107,5000,2022-01-01,2025-12-31,Active
SIP869,INV03702,102,5000,2022-01-01,2025-12-31,Active
SIP870,INV00984,119,500,2022-01-01,2025-12-31,Active
SIP871,INV03907,103,1000,2022-01-01,2025-12-31,Active
SIP872,INV00710,102,5000,2022-01-01,2025-12-31,Active
SIP873,INV01094,124,10000,2022-01-01,2025-12-31,Active
SIP874,INV02140,112,500,2022-01-01,2025-12-31,Active
SIP875,INV04877,128,5000,2022-01-01,2025-12-31,Active
SIP876,INV00339,115,1000,2022-01-01,2025-12-31,Active
SIP877,INV03992,138,500,2022-01-01,2025-12-31,Active
