transaction_id,investor_id,amfi_code,transaction_date,transaction_type,amount,units,nav_at_transaction,state,kyc_status
TXN001271,INV00151,118842,2023-09-11,SIP,65853.88,1497.402,209.6493,Karnataka,KYC_VERIFIED
TXN001272,INV00078,118844,2021-10-17,Lumpsum,403059.2,5367.229,156.1167,West Bengal,NOT_KYC
TXN001273,INV00482,120841,2020-04-05,SIP,263434.25,20080.253,93.0149,West Bengal,KYC_VERIFIED
TXN001274,INV00297,118841,2024-02-14,Lumpsum,475015.56,14743.281,119.9028,Karnataka,NOT_KYC
TXN001275,INV00196,119092,2020-06-25,Redemption,171966.55,6375.466,197.8921,Maharashtra,KYC_VERIFIED
TXN001276,INV00022,118841,2023-09-20,Lumpsum,327375.21,4436.827,97.252,Tamil Nadu,KYC_PENDING
TXN001277,INV00319,118842,2020-02-17,SIP,203365.79,1092.765,121.4838,Gujarat,KYC_REJECTED
TXN001278,INV00357,118834,2021-11-11,Dividend,218828.84,1153.963,276.8912,Delhi,NOT_KYC
TXN001279,INV00072,118825,2023-02-25,Lumpsum,109158.47,1609.146,104.3102,Karnataka,NOT_KYC
TXN001280,INV00034,120503,2022-12-09,Lumpsum,364910.03,2078.977,203.686,Gujarat,KYC_VERIFIED
TXN001281,INV00360,118846,2023-07-15,Lumpsum,414985.99,3017.493,20.2132,Maharashtra,KYC_VERIFIED
TXN001282,INV00364,118835,2022-01-01,Dividend,106253.57,7897.626,213.428,Rajasthan,NOT_KYC
TXN001283,INV00352,125497,2024-09-20,Redemption,158430.72,5143.353,136.8837,UP,KYC_PENDING
TXN001284,INV00257,118632,2022-10-16,SIP,412405.1,2308.678,291.1936,Karnataka,KYC_PENDING
TXN001285,INV00195,119551,2021-04-15,SIP,429036.38,3084.837,169.3596,West Bengal,KYC_VERIFIED
TXN001286,INV00210,119092,2022-02-19,Redemption,126564.98,635.646,117.2108,Delhi,KYC_VERIFIED
TXN001287,INV00066,120841,2024-11-08,Switch,174915.89,2023.024,155.1678,Rajasthan,KYC_PENDING
TXN001288,INV00182,125497,2024-05-30,Switch,378080.0,2356.545,195.2739,Gujarat,NOT_KYC
TXN001289,INV00289,118835,2022-01-15,Dividend,19043.83,149.704,140.8922,UP,KYC_PENDING
TXN001290,INV00049,118834,2020-07-02,Redemption,379343.09,22319.1,90.5461,Rajasthan,KYC_VERIFIED
TXN001291,INV00045,118835,2024-09-04,Redemption,454161.42,6198.971,255.9676,Gujarat,KYC_VERIFIED
TXN001292,INV00177,118838,2021-01-14,Dividend,215355.11,1430.24,51.596,Rajasthan,KYC_REJECTED
TXN001293,INV00338,118836,2024-01-31,SIP,493019.02,2922.589,280.2878,UP,KYC_REJECTED
TXN001294,INV00220,120503,2021-06-04,Lumpsum,297671.1,21301.146,64.9117,Delhi,NOT_KYC
TXN001295,INV00085,118834,2023-05-01,Lumpsum,196392.39,1086.233,246.8581,Rajasthan,KYC_VERIFIED
TXN001296,INV00224,118842,2021-07-30,Lumpsum,330117.94,1935.914,269.1285,Maharashtra,KYC_PENDING
TXN001297,INV00145,118840,2023-11-21,Lumpsum,62425.11,868.771,109.0311,Karnataka,KYC_REJECTED
TXN001298,INV00079,118825,2020-10-20,SIP,408718.94,8259.262,84.191,Karnataka,KYC_VERIFIED
TXN001299,INV00181,118838,2020-05-28,Lumpsum,421311.69,2257.237,262.5126,West Bengal,KYC_PENDING
TXN001300,INV00278,118842,2021-11-25,Dividend,3810.8,29.016,158.0606,Gujarat,KYC_REJECTED
TXN001301,INV00037,125497,2023-11-28,Lumpsum,7115.48,84.361,69.6014,Maharashtra,KYC_PENDING
TXN001302,INV00376,118846,2021-03-09,Lumpsum,244612.07,6308.537,146.2601,UP,KYC_PENDING
TXN001303,INV00229,118834,2020-11-12,Redemption,439261.78,4702.836,135.981,West Bengal,KYC_REJECTED
TXN001304,INV00150,118843,2024-10-27,Redemption,62248.75,555.24,139.4412,UP,KYC_VERIFIED
TXN001305,INV00138,118845,2023-11-05,Lumpsum,75948.77,475.871,68.3636,UP,KYC_VERIFIED
TXN001306,INV00385,118842,2020-11-17,Redemption,494100.76,5634.939,85.584,Maharashtra,KYC_VERIFIED
TXN001307,INV00331,118834,2022-04-08,Dividend,324743.04,6526.83,64.1504,Delhi,KYC_VERIFIED
TXN001308,INV00106,118839,2020-09-09,SIP,451019.77,4426.273,183.0932,West Bengal,KYC_PENDING
TXN001309,INV00274,118836,2020-03-25,Lumpsum,457611.93,9950.637,39.5246,West Bengal,KYC_VERIFIED
TXN001310,INV00277,118843,2020-02-02,SIP,53147.39,1331.058,132.7787,Maharashtra,KYC_VERIFIED
TXN001311,INV00378,118846,2021-03-30,Redemption,250616.19,1308.996,30.8692,West Bengal,KYC_VERIFIED
TXN001312,INV00185,118834,2023-02-27,Switch,242270.07,4268.826,244.6447,West Bengal,KYC_REJECTED
TXN001313,INV00007,118632,2020-02-14,Dividend,337038.14,3751.311,63.1715,Rajasthan,KYC_VERIFIED
TXN001314,INV00211,120503,2021-08-16,Lumpsum,198890.45,1213.854,100.1724,UP,KYC_REJECTED
TXN001315,INV00173,118846,2020-09-26,SIP,72731.4,554.008,169.5761,Tamil Nadu,NOT_KYC
TXN001316,INV00490,119092,2024-06-10,Redemption,388286.48,11480.702,27.5002,Gujarat,KYC_VERIFIED
TXN001317,INV00456,118632,2021-10-23,Switch,433290.73,2336.888,15.1218,Tamil Nadu,KYC_REJECTED
TXN001318,INV00245,118843,2020-05-11,Redemption,19066.54,424.193,287.2446,Rajasthan,NOT_KYC
TXN001319,INV00283,118838,2020-04-11,SIP,490319.6,3164.74,171.5744,Tamil Nadu,KYC_VERIFIED
TXN001320,INV00101,118836,2020-03-26,SIP,221541.08,2017.011,292.362,Karnataka,KYC_VERIFIED
TXN001321,INV00309,118825,2023-03-30,Lumpsum,9436.21,630.276,25.0942,Rajasthan,KYC_PENDING
TXN001323,INV00316,118846,2022-12-07,Lumpsum,358275.51,16291.851,58.7891,Delhi,KYC_REJECTED
TXN001324,INV00306,119092,2024-12-27,Lumpsum,165422.2,3860.05,176.7201,Tamil Nadu,KYC_VERIFIED
TXN001325,INV00437,118835,2020-03-17,Lumpsum,56510.73,492.997,285.7103,Gujarat,NOT_KYC
TXN001326,INV00275,118838,2021-08-20,Redemption,117744.87,737.712,114.6922,Gujarat,NOT_KYC
TXN001327,INV00426,118844,2020-04-16,Lumpsum,29186.55,194.675,88.1829,Rajasthan,KYC_PENDING
TXN001328,INV00124,118839,2022-04-21,Switch,493501.5,2902.413,114.248,West Bengal,KYC_VERIFIED
TXN001329,INV00277,118835,2024-08-30,Switch,459097.85,5843.516,13.9472,UP,NOT_KYC
TXN001330,INV00060,120503,2023-06-17,Switch,290738.07,1816.961,37.547,Karnataka,KYC_PENDING
TXN001332,INV00043,118845,2022-05-11,Lumpsum,132688.71,1523.686,36.2842,Delhi,KYC_PENDING
TXN001333,INV00086,118837,2021-01-15,Lumpsum,4063.71,24.81,121.1329,Delhi,KYC_VERIFIED
TXN001334,INV00205,118839,2024-03-02,Lumpsum,138525.62,2569.594,119.9506,Gujarat,KYC_VERIFIED
TXN001336,INV00057,118841,2024-02-21,Redemption,125399.32,8100.806,31.3448,Maharashtra,KYC_VERIFIED
TXN001337,INV00120,118837,2022-04-25,Redemption,385790.93,9672.202,130.9868,Delhi,KYC_VERIFIED
TXN001338,INV00123,118846,2022-01-25,Redemption,43970.63,985.831,41.7339,Maharashtra,KYC_PENDING
TXN001339,INV00388,125497,2024-07-09,Redemption,464263.3,4596.755,38.3663,Rajasthan,NOT_KYC
TXN001340,INV00298,118837,2024-02-29,Lumpsum,212003.98,1094.475,116.2364,UP,NOT_KYC
TXN001341,INV00023,118841,2021-08-11,Redemption,41036.09,412.607,154.529,Delhi,KYC_PENDING
TXN001342,INV00477,120841,2023-12-31,Switch,248247.05,1749.714,206.53,West Bengal,KYC_PENDING
TXN001343,INV00468,118839,2020-09-06,Dividend,158296.27,1230.491,273.9334,Karnataka,NOT_KYC
TXN001344,INV00055,118844,2024-10-31,Redemption,125012.59,716.42,42.8645,Karnataka,KYC_VERIFIED
TXN001345,INV00360,125497,2024-01-21,Dividend,131915.64,1905.38,115.6357,Gujarat,NOT_KYC
TXN001346,INV00105,118841,2021-03-20,Switch,37644.33,1560.228,224.9109,Gujarat,KYC_VERIFIED
TXN001347,INV00206,118845,2024-12-30,Redemption,461067.34,6686.94,283.7401,Maharashtra,KYC_REJECTED
TXN001349,INV00199,118839,2024-12-13,SIP,453225.01,9212.579,264.2831,Karnataka,KYC_VERIFIED
TXN001350,INV00047,120841,2022-07-14,Dividend,107001.98,823.229,198.4933,UP,KYC_PENDING
TXN001351,INV00195,119551,2021-05-15,Redemption,482422.47,2519.789,132.3482,Maharashtra,KYC_VERIFIED
TXN001352,INV00333,118632,2023-03-12,Redemption,32380.6,496.283,47.6653,Rajasthan,KYC_VERIFIED
TXN001353,INV00149,118841,2023-02-06,SIP,410042.45,12289.702,262.3202,Delhi,KYC_VERIFIED
TXN001354,INV00432,125497,2021-09-12,SIP,480216.75,2843.521,83.5089,UP,KYC_VERIFIED
TXN001355,INV00141,118836,2023-09-11,Dividend,198179.95,5255.018,76.3591,Maharashtra,NOT_KYC
TXN001356,INV00217,118836,2020-09-15,Dividend,371300.7,6216.819,25.8961,West Bengal,KYC_VERIFIED
TXN001357,INV00353,118837,2023-06-10,Redemption,74829.59,887.943,52.5901,UP,KYC_VERIFIED
TXN001358,INV00120,118840,2021-06-10,SIP,162713.51,857.078,228.0983,Gujarat,KYC_REJECTED
TXN001359,INV00331,118837,2020-01-20,Lumpsum,215358.99,7264.345,210.3988,Delhi,NOT_KYC
TXN001360,INV00218,119092,2021-04-03,Lumpsum,321109.42,2465.901,229.5051,Maharashtra,NOT_KYC
TXN001361,INV00248,118844,2023-05-10,Dividend,423990.94,4640.642,252.3271,West Bengal,NOT_KYC
TXN001362,INV00270,118839,2020-04-19,Lumpsum,56182.2,285.267,89.5439,West Bengal,KYC_VERIFIED
TXN001363,INV00122,118836,2022-09-27,Lumpsum,153567.68,1070.863,117.6246,UP,KYC_PENDING
TXN001364,INV00341,118840,2024-04-03,Redemption,301689.32,2863.061,114.4728,West Bengal,KYC_PENDING
TXN001365,INV00409,118632,2023-09-25,Redemption,404420.98,20988.744,295.2119,Delhi,NOT_KYC
TXN001366,INV00168,119551,2020-06-18,Redemption,456012.36,3936.854,211.9941,Gujarat,KYC_VERIFIED
TXN001368,INV00200,118632,2022-12-22,Redemption,133817.19,1262.283,125.0512,Delhi,KYC_REJECTED
TXN001369,INV00219,118846,2023-07-24,SIP,445923.49,16410.404,110.4355,Gujarat,KYC_VERIFIED
TXN001370,INV00457,118839,2020-12-29,SIP,369966.93,3457.658,164.4949,Maharashtra,NOT_KYC
TXN001371,INV00077,118843,2024-06-24,SIP,101091.45,1037.192,178.9447,Tamil Nadu,KYC_REJECTED
TXN001372,INV00124,120841,2024-05-13,SIP,413086.2,9134.705,123.1506,UP,KYC_PENDING
TXN001373,INV00110,118838,2020-01-05,Dividend,412369.72,2400.997,283.4337,Rajasthan,KYC_VERIFIED
TXN001374,INV00491,118840,2020-12-24,Lumpsum,344688.86,12549.427,90.9879,Tamil Nadu,NOT_KYC
TXN001375,INV00252,118842,2021-01-21,Lumpsum,72415.01,506.71,260.2462,Tamil Nadu,KYC_VERIFIED
TXN001376,INV00095,118836,2024-01-19,SIP,75955.07,812.662,79.1534,UP,KYC_VERIFIED
TXN001377,INV00317,119092,2022-01-26,Lumpsum,324916.72,8720.242,24.6201,West Bengal,KYC_REJECTED
TXN001378,INV00116,120841,2023-09-20,SIP,479647.93,2755.522,176.6566,West Bengal,KYC_REJECTED
TXN001379,INV00311,118842,2022-10-09,Lumpsum,304093.71,3572.428,204.7077,Tamil Nadu,NOT_KYC
TXN001380,INV00114,118825,2022-07-31,Dividend,292693.1,1989.547,38.868,Karnataka,KYC_PENDING
TXN001381,INV00053,118845,2020-10-31,SIP,42991.1,774.863,70.1684,Karnataka,KYC_VERIFIED
TXN001382,INV00347,118842,2021-11-03,SIP,94268.07,2150.137,85.4388,Gujarat,KYC_REJECTED
TXN001383,INV00109,118836,2023-12-28,Lumpsum,365984.21,2200.384,46.5696,Delhi,KYC_PENDING
TXN001384,INV00386,120503,2023-02-16,Redemption,242305.88,1357.973,259.4309,UP,KYC_VERIFIED
TXN001385,INV00054,118845,2021-09-15,Lumpsum,103996.18,1027.556,295.3544,West Bengal,KYC_REJECTED
TXN001386,INV00064,118841,2022-11-29,Lumpsum,102948.37,540.486,42.3658,Tamil Nadu,KYC_PENDING
TXN001388,INV00307,118841,2024-09-21,Dividend,271956.46,2339.787,234.0564,Delhi,KYC_REJECTED
TXN001389,INV00333,119551,2021-02-08,Switch,222409.31,1244.593,243.1453,Karnataka,KYC_VERIFIED
TXN001390,INV00129,118834,2024-06-12,Lumpsum,104828.16,1230.655,98.7977,West Bengal,KYC_VERIFIED
TXN001391,INV00008,118836,2020-03-04,SIP,220090.8,3101.361,77.465,West Bengal,KYC_VERIFIED
TXN001392,INV00136,118843,2022-11-28,Dividend,65519.24,444.279,203.4695,Maharashtra,KYC_REJECTED
TXN001393,INV00165,125497,2023-03-02,SIP,326128.91,1999.139,49.5216,Gujarat,NOT_KYC
TXN001394,INV00493,118842,2023-04-26,Redemption,487655.54,4518.065,223.5331,Delhi,NOT_KYC
TXN001395,INV00165,118632,2022-01-30,Lumpsum,213371.22,4174.8,19.663,Maharashtra,NOT_KYC
TXN001396,INV00331,118840,2022-05-02,Redemption,340691.03,6746.191,272.5722,Karnataka,KYC_VERIFIED
TXN001397,INV00357,118845,2024-06-03,SIP,493464.74,2469.906,296.8705,West Bengal,KYC_VERIFIED
TXN001398,INV00372,118834,2020-02-22,SIP,297687.56,1753.223,84.1338,Maharashtra,KYC_PENDING
TXN001399,INV00005,118842,2022-10-06,Lumpsum,311573.11,3046.496,192.9971,Delhi,KYC_VERIFIED
TXN001400,INV00451,118840,2020-07-18,SIP,405469.81,2249.24,93.1708,West Bengal,KYC_REJECTED
TXN001401,INV00201,120841,2020-04-02,Lumpsum,238670.6,1426.229,140.1421,Gujarat,KYC_PENDING
TXN001402,INV00125,118836,2022-06-02,Lumpsum,279660.84,3565.498,238.9087,West Bengal,KYC_VERIFIED
TXN001403,INV00311,118840,2021-11-03,SIP,417321.76,5662.067,268.4211,Rajasthan,NOT_KYC
TXN001405,INV00310,118838,2022-09-03,SIP,274592.17,1606.27,100.9951,West Bengal,KYC_VERIFIED
TXN001406,INV00405,118844,2020-07-21,Redemption,284400.92,2527.439,242.2124,Gujarat,KYC_VERIFIED
TXN001407,INV00381,118837,2022-06-10,Dividend,163657.66,1034.758,249.0678,UP,KYC_VERIFIED
TXN001408,INV00029,118836,2021-01-14,Redemption,17291.33,95.114,292.386,West Bengal,KYC_VERIFIED
TXN001409,INV00289,118840,2022-09-18,Lumpsum,398883.46,20758.3,221.5101,UP,KYC_VERIFIED
TXN001410,INV00474,118846,2024-02-16,SIP,298577.92,12654.117,266.4365,Karnataka,KYC_VERIFIED
TXN001411,INV00199,120503,2021-12-15,Switch,368994.55,27072.387,30.9267,Gujarat,KYC_VERIFIED
TXN001412,INV00500,118840,2022-01-05,SIP,155009.95,12327.052,267.9434,Maharashtra,KYC_VERIFIED
TXN001413,INV00129,118836,2023-12-31,Switch,206465.74,2482.802,239.6611,Gujarat,KYC_REJECTED
TXN001414,INV00145,118841,2021-12-19,Dividend,85612.84,711.172,51.171,Gujarat,NOT_KYC
TXN001415,INV00043,118840,2020-10-02,Lumpsum,158469.8,1430.679,212.0373,West Bengal,KYC_VERIFIED
TXN001416,INV00055,118632,2022-11-04,Redemption,56496.63,733.23,207.5665,West Bengal,KYC_VERIFIED
TXN001417,INV00309,118844,2023-10-14,SIP,59192.09,863.206,41.5663,Maharashtra,NOT_KYC
TXN001418,INV00222,118632,2024-05-08,Lumpsum,248880.91,2454.564,243.1464,Rajasthan,KYC_PENDING
TXN001419,INV00118,119092,2023-07-05,Lumpsum,20414.82,142.649,45.2755,UP,NOT_KYC
TXN001420,INV00193,118842,2020-04-28,SIP,81499.61,920.629,83.654,Gujarat,KYC_VERIFIED
TXN001421,INV00486,118839,2023-04-30,Dividend,210000.47,1675.735,230.1408,Gujarat,KYC_VERIFIED
TXN001422,INV00459,118632,2023-09-22,SIP,271350.06,1553.287,258.291,Delhi,NOT_KYC
TXN001423,INV00143,120841,2021-07-10,Switch,470892.22,2513.139,182.7521,Tamil Nadu,KYC_REJECTED
TXN001424,INV00048,118841,2024-03-12,Lumpsum,358661.33,1949.933,96.8078,Gujarat,KYC_VERIFIED
TXN001425,INV00436,119551,2023-03-22,Dividend,330444.51,5652.195,127.5014,Tamil Nadu,KYC_VERIFIED
TXN001426,INV00287,118844,2024-02-27,SIP,421578.83,3185.002,148.2113,Delhi,NOT_KYC
TXN001427,INV00215,118839,2023-09-26,Lumpsum,319480.55,1855.254,146.3062,Delhi,NOT_KYC
TXN001428,INV00076,118843,2020-04-02,Redemption,161153.71,5167.2,38.8886,UP,KYC_VERIFIED
TXN001429,INV00157,118840,2020-09-16,Switch,423416.86,4568.035,142.742,Rajasthan,NOT_KYC
TXN001430,INV00308,120503,2023-11-18,Lumpsum,305502.36,1698.327,57.4677,Gujarat,KYC_PENDING
TXN001431,INV00058,118837,2023-03-27,Switch,329081.63,3550.216,178.0175,Maharashtra,KYC_REJECTED
TXN001432,INV00295,118838,2022-05-11,SIP,376136.38,25125.995,118.6827,Rajasthan,KYC_PENDING
TXN001433,INV00249,118845,2023-08-28,SIP,335618.36,2473.255,258.1592,UP,NOT_KYC
TXN001434,INV00182,118842,2024-08-16,Switch,497181.72,2912.343,145.7404,Maharashtra,KYC_PENDING
TXN001435,INV00189,118838,2024-03-15,Lumpsum,9626.72,164.141,91.8305,West Bengal,NOT_KYC
TXN001436,INV00111,118837,2020-09-27,Switch,185416.0,3138.179,272.8715,Gujarat,KYC_VERIFIED
TXN001437,INV00243,118837,2024-02-09,Redemption,168746.0,892.721,282.4628,Rajasthan,KYC_PENDING
TXN001438,INV00095,118834,2024-08-22,SIP,169462.86,1171.694,295.0249,Maharashtra,KYC_REJECTED
TXN001439,INV00083,118837,2021-03-17,Switch,390283.3,2093.549,146.3433,Tamil Nadu,NOT_KYC
TXN001440,INV00285,118839,2023-03-17,Switch,163828.86,7642.577,218.0427,Gujarat,KYC_PENDING
TXN001441,INV00474,118840,2024-07-31,Redemption,201839.95,1230.118,166.6888,Tamil Nadu,NOT_KYC
TXN001442,INV00089,118840,2023-10-27,Lumpsum,437632.57,9243.727,114.504,Maharashtra,NOT_KYC
TXN001443,INV00182,118846,2024-08-28,Lumpsum,199352.56,1976.57,262.4943,UP,KYC_REJECTED
TXN001444,INV00148,118835,2020-10-12,SIP,139457.65,1148.56,122.9814,Rajasthan,KYC_REJECTED
TXN001445,INV00412,118837,2020-02-14,Lumpsum,427337.67,5683.408,61.0203,Maharashtra,KYC_VERIFIED
TXN001446,INV00244,118839,2023-05-26,Dividend,37441.91,1719.42,191.2159,Tamil Nadu,KYC_PENDING
TXN001448,INV00154,119551,2020-10-16,Lumpsum,104645.89,2389.64,296.2955,Tamil Nadu,KYC_VERIFIED
TXN001450,INV00135,125497,2023-03-18,SIP,423601.52,7433.864,297.3664,Tamil Nadu,KYC_REJECTED
TXN001451,INV00469,118841,2023-05-12,Redemption,452887.15,3708.437,37.8076,Karnataka,KYC_PENDING
TXN001452,INV00417,119551,2024-07-16,SIP,94688.59,476.713,184.7939,Rajasthan,NOT_KYC
TXN001453,INV00294,118840,2023-08-16,Lumpsum,290042.35,1735.248,171.7111,Delhi,NOT_KYC
TXN001454,INV00147,118838,2024-12-08,Lumpsum,430958.22,3893.689,96.9738,Delhi,NOT_KYC
TXN001455,INV00399,118842,2021-05-09,Redemption,153592.32,7601.68,80.6557,Tamil Nadu,NOT_KYC
TXN001456,INV00233,118842,2024-06-06,Lumpsum,68752.56,417.532,126.299,West Bengal,KYC_VERIFIED
TXN001457,INV00317,118837,2021-12-22,Lumpsum,99334.96,1581.642,254.1512,Gujarat,KYC_REJECTED
TXN001458,INV00286,118834,2023-11-16,Switch,233193.48,1506.065,151.3507,Delhi,KYC_REJECTED
TXN001459,INV00041,118843,2023-03-12,Lumpsum,416141.09,2413.031,290.5817,UP,KYC_PENDING
TXN001460,INV00276,118843,2022-09-25,Redemption,240323.4,1301.356,34.2049,Gujarat,KYC_VERIFIED
TXN001461,INV00085,118841,2022-02-16,Redemption,352627.4,2019.884,287.5873,Rajasthan,KYC_VERIFIED
TXN001462,INV00163,125497,2024-09-05,Switch,374799.2,7224.861,203.0589,Maharashtra,KYC_PENDING
TXN001463,INV00459,119551,2021-08-08,SIP,10583.76,108.622,39.6625,Karnataka,KYC_PENDING
TXN001464,INV00353,118846,2024-05-07,Lumpsum,402334.65,4160.034,296.6298,Tamil Nadu,NOT_KYC
TXN001465,INV00318,118838,2022-06-15,Redemption,264789.9,5074.224,113.7053,Maharashtra,KYC_VERIFIED
TXN001466,INV00339,118845,2021-03-05,SIP,185330.76,11754.648,43.0027,West Bengal,KYC_REJECTED
TXN001467,INV00489,118836,2022-01-26,SIP,198135.7,1205.232,148.3734,Maharashtra,KYC_VERIFIED
TXN001468,INV00487,118841,2021-07-17,Switch,283830.02,3625.02,285.9567,UP,KYC_PENDING
TXN001469,INV00359,119551,2021-01-13,Switch,471888.11,9346.003,71.7916,UP,KYC_VERIFIED
TXN001471,INV00487,118846,2024-10-12,Lumpsum,79452.59,6133.159,10.025,Karnataka,KYC_PENDING
TXN001472,INV00304,118843,2022-02-19,Redemption,167652.39,901.152,25.3707,West Bengal,KYC_VERIFIED
TXN001473,INV00428,118835,2021-05-26,Lumpsum,171025.05,1021.365,34.2035,Maharashtra,KYC_VERIFIED
TXN001474,INV00383,118836,2021-11-25,Lumpsum,26769.53,144.452,215.2422,West Bengal,KYC_REJECTED
TXN001475,INV00208,118840,2020-04-29,Lumpsum,415348.95,2567.383,213.807,Gujarat,NOT_KYC
TXN001476,INV00168,118842,2023-05-28,Lumpsum,218792.17,1192.81,254.3771,West Bengal,NOT_KYC
TXN001478,INV00355,118839,2023-04-24,Dividend,438425.32,4934.115,41.7925,UP,KYC_VERIFIED
TXN001479,INV00256,118835,2024-12-06,Switch,53393.95,1734.677,43.5846,Karnataka,NOT_KYC
TXN001481,INV00281,120503,2023-02-14,Redemption,85616.75,499.069,104.5687,Maharashtra,KYC_VERIFIED
TXN001482,INV00464,118835,2024-02-12,Lumpsum,145201.2,956.19,190.998,Gujarat,KYC_PENDING
TXN001484,INV00213,119092,2021-04-10,Lumpsum,219408.34,2492.304,83.0993,UP,KYC_VERIFIED
TXN001485,INV00289,118836,2020-10-19,Dividend,127765.9,3978.312,53.4616,Maharashtra,NOT_KYC
TXN001486,INV00006,118839,2023-09-12,SIP,269717.16,2946.344,32.5646,Gujarat,KYC_PENDING
TXN001487,INV00478,118840,2022-01-07,Lumpsum,288602.36,2341.905,198.6616,UP,NOT_KYC
TXN001488,INV00129,118840,2024-02-18,SIP,52833.89,302.853,237.1942,West Bengal,KYC_VERIFIED
TXN001490,INV00146,118841,2022-08-27,Redemption,277021.7,3511.403,136.6722,Rajasthan,NOT_KYC
TXN001491,INV00068,118842,2024-06-24,SIP,23347.51,187.107,56.2034,Tamil Nadu,KYC_REJECTED
TXN001492,INV00106,118834,2021-09-05,SIP,293304.23,1538.611,181.6423,Tamil Nadu,KYC_VERIFIED
TXN001493,INV00187,118838,2020-11-20,Switch,226511.3,2029.673,66.9209,UP,KYC_VERIFIED
TXN001494,INV00352,120503,2022-12-08,SIP,339096.21,4485.069,179.3592,Gujarat,KYC_VERIFIED
TXN001495,INV00377,118841,2023-07-10,Dividend,439189.13,2219.214,166.4549,Karnataka,KYC_PENDING
TXN001496,INV00032,125497,2021-12-01,Dividend,377793.32,7396.991,37.8506,Maharashtra,KYC_REJECTED
TXN001497,INV00337,118844,2020-03-19,SIP,74786.58,465.948,256.4717,Tamil Nadu,KYC_VERIFIED
TXN001498,INV00462,118839,2024-01-11,Redemption,120858.4,649.271,189.5259,Karnataka,KYC_VERIFIED
TXN001499,INV00040,119092,2022-03-12,Redemption,219336.71,1523.134,53.9853,Rajasthan,KYC_VERIFIED
TXN001500,INV00099,118844,2024-10-26,Redemption,198585.5,1150.438,25.7617,West Bengal,KYC_PENDING
TXN001501,INV00415,118839,2022-11-17,SIP,244344.25,1915.26,61.5588,Gujarat,KYC_VERIFIED
TXN001502,INV00011,120503,2024-07-06,Redemption,275015.1,2169.84,15.319,UP,KYC_REJECTED
TXN001503,INV00333,118841,2024-08-05,Dividend,102550.01,980.183,38.1012,Delhi,KYC_VERIFIED
TXN001504,INV00003,119092,2024-03-25,Redemption,28435.56,338.491,166.5747,Gujarat,KYC_PENDING
TXN001505,INV00142,118845,2021-04-18,Redemption,477350.43,21921.193,213.4532,West Bengal,NOT_KYC
TXN001506,INV00488,119551,2023-12-22,Switch,267074.17,1495.033,121.3058,Delhi,NOT_KYC
TXN001507,INV00240,118838,2023-07-01,SIP,398502.7,3048.149,284.6914,Delhi,KYC_VERIFIED
TXN001508,INV00272,118835,2022-08-20,SIP,7870.72,194.998,142.0791,Gujarat,KYC_VERIFIED
TXN001509,INV00025,119092,2021-01-20,Redemption,2689.34,14.536,240.5717,Karnataka,KYC_REJECTED
TXN001510,INV00247,118844,2021-11-02,Lumpsum,457820.71,2521.711,157.3034,Maharashtra,KYC_REJECTED
TXN001512,INV00190,125497,2021-12-06,Lumpsum,157709.52,818.035,114.6112,West Bengal,KYC_VERIFIED
TXN001513,INV00240,120503,2020-08-27,SIP,94670.95,3448.16,136.9371,UP,KYC_VERIFIED
TXN001514,INV00444,119551,2024-01-13,SIP,181041.09,1024.708,194.1799,Karnataka,KYC_REJECTED
TXN001515,INV00053,119551,2022-01-04,Lumpsum,374454.44,26383.977,216.8236,Maharashtra,NOT_KYC
TXN001516,INV00377,118835,2023-07-18,Redemption,462551.15,20223.784,134.068,Delhi,KYC_PENDING
TXN001517,INV00402,120841,2022-08-26,Redemption,203879.34,1746.536,269.054,Gujarat,NOT_KYC
TXN001518,INV00022,118834,2022-11-12,Lumpsum,233001.2,1686.787,61.6685,Delhi,KYC_REJECTED
TXN001519,INV00102,120503,2022-02-07,Redemption,489390.7,2981.767,137.292,Tamil Nadu,KYC_VERIFIED
TXN001520,INV00153,119092,2021-02-20,SIP,238852.24,6632.634,100.7519,Karnataka,KYC_REJECTED
TXN001521,INV00098,118834,2022-05-31,Redemption,194990.91,2931.257,290.6971,West Bengal,KYC_PENDING
TXN001522,INV00162,118632,2023-09-09,Lumpsum,153463.61,1898.405,132.0067,Karnataka,KYC_VERIFIED
TXN001523,INV00056,120503,2024-03-24,Lumpsum,271753.2,3294.773,77.4861,Karnataka,KYC_REJECTED
TXN001524,INV00211,118841,2023-06-18,Lumpsum,275520.41,4957.886,205.3987,Maharashtra,KYC_PENDING
TXN001525,INV00108,118825,2020-01-17,Lumpsum,140954.96,857.088,210.5355,Delhi,KYC_VERIFIED
TXN001526,INV00014,118845,2022-03-02,Lumpsum,2531.63,24.302,84.9666,Maharashtra,KYC_VERIFIED
TXN001527,INV00476,118834,2024-05-05,Redemption,417603.4,4565.925,97.9316,Maharashtra,NOT_KYC
TXN001528,INV00162,120841,2022-03-07,Switch,21890.78,146.523,185.7328,Rajasthan,KYC_PENDING
TXN001529,INV00249,118840,2022-10-28,Lumpsum,14957.3,135.135,254.5092,Tamil Nadu,KYC_PENDING
TXN001530,INV00016,118825,2024-12-13,SIP,427295.06,3400.566,298.0194,Tamil Nadu,KYC_VERIFIED
